[INFO] DB tables ready (entity, article_entity_links, intervention_signals)
[INFO] Seeded 59 canonical entities into DB
[INFO] Extracted 1896 terms (1848 from trials, 48 from extractions)
[INFO] Processing 1896 raw terms through layers 1-2...
[INFO] Layer 1-2 results: 522 exact, 90 high-conf fuzzy, 680 low-conf fuzzy (need LLM), 123 noise, 481 unknown
[INFO] Verifying 680 low-confidence fuzzy matches with LLM...
[INFO]   REJECTED fuzzy: 'collection of menstrual blood' is NOT 'menstrual regularity'
[INFO]   REJECTED fuzzy: 'nutritional and metabolic work-up' is NOT 'bariatric surgery'
[INFO]   Fuzzy verify progress: 10 / 680
[INFO]   REJECTED fuzzy: 'letrozole + gonadotropins' is NOT 'letrozole'
[INFO]   REJECTED fuzzy: 'myo-inositol placebo' is NOT 'myo-inositol'
[INFO]   REJECTED fuzzy: 'b complex plus vitamin c tablets' is NOT 'myo-inositol'
[INFO]   REJECTED fuzzy: 'tirzepatide as an adjunct to lifestyle intervention' is NOT 'lifestyle intervention'
[INFO]   Fuzzy verify progress: 20 / 680
[INFO]   REJECTED fuzzy: 'clinical hyperandrogenism assessment' is NOT 'pregnancy rate'
[INFO]   REJECTED fuzzy: 'frequency of chronic vascular complications [n (%)]' is NOT 'quality of life'
[INFO]   REJECTED fuzzy: 'time in hyperglycemia (hours)' is NOT 'ivm'
[INFO]   Fuzzy verify progress: 30 / 680
[INFO]   REJECTED fuzzy: 'female patients with pcos' is NOT 'quality of life'
[INFO]   REJECTED fuzzy: 'cyproterone acetate' is NOT 'oral contraceptives'
[INFO]   REJECTED fuzzy: 'total body dual-energy x-ray absorptiometry' is NOT 'testosterone'
[INFO]   REJECTED fuzzy: 'sibutramine' is NOT 'myo-inositol'
[INFO]   Fuzzy verify progress: 40 / 680
[INFO]   REJECTED fuzzy: 'metformin and roflumilast' is NOT 'metformin'
[INFO]   REJECTED fuzzy: 'fish oil and metformin' is NOT 'metformin'
[INFO]   REJECTED fuzzy: 'the chiglitazar group: lifestyle intervention+ metformin+ orlistat (obese patients)+ chiglitazar' is NOT 'lifestyle intervention'
[INFO]   Fuzzy verify progress: 50 / 680
[INFO]   REJECTED fuzzy: 'control group without pcos' is NOT 'quality of life'
[INFO]   REJECTED fuzzy: 'simvastatin and metformin' is NOT 'metformin'
[INFO]   REJECTED fuzzy: 'determination of concentrations of androgens' is NOT 'quality of life'
[INFO]   REJECTED fuzzy: 'heat therapy' is NOT 'cognitive behavioral therapy'
[INFO]   Fuzzy verify progress: 60 / 680
[INFO]   REJECTED fuzzy: 'progesterone in oil' is NOT 'omega-3'
[INFO]   REJECTED fuzzy: 'measurement of bisphenol in urine' is NOT 'ivf'
[INFO]   REJECTED fuzzy: 'fertility treatment' is NOT 'pregnancy rate'
[INFO]   Fuzzy verify progress: 70 / 680
[INFO]   REJECTED fuzzy: 'ethynyl-estradiol plus cyproterone acetate' is NOT 'gnrh agonists'
[INFO]   REJECTED fuzzy: 'nmn intervention' is NOT 'cognitive behavioral therapy'
[INFO]   REJECTED fuzzy: 'control diet' is NOT 'dietary intervention'
[INFO]   REJECTED fuzzy: 'metformin-glp-1 receptor agonist' is NOT 'metformin'
[INFO]   REJECTED fuzzy: 'metformin-oral contraceptive(oc)' is NOT 'metformin'
[INFO]   Fuzzy verify progress: 80 / 680
[INFO]   REJECTED fuzzy: 'placebo liraglutide pen injector' is NOT 'liraglutide'
[INFO]   REJECTED fuzzy: 'bicalutamide 50 mg' is NOT 'flutamide'
